id	organization	documents	citations	total link strength
7672	"department of surgery, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	5	11	8
7721	"department of theoretical physics, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	7	35	17
7728	"department of thoracic oncology, kanagawa cancer center research institute, yokohama, japan"	7	2268	47
7732	"department of thoracic surgery and oncology, national cancer center hospital east, kashiwa, japan"	5	2092	46
7745	"department of transdisciplinary science and engineering, institute of science tokyo, tokyo, japan"	8	170	19
7754	"department of tropical medicine and parasitology, dokkyo medical university, shimotsuga district, japan"	9	155	27
7767	"department of urban engineering, the university of tokyo, tokyo, japan"	20	513	38
7770	"department of urban management, kyoto university, kyoto, japan"	12	433	19
7816	"department of vector ecology and environment, nagasaki university, nagasaki, japan"	24	976	41
7823	"department of vertebrate zoology, vietnamese academy of science and technology institute of ecology and biological resources, hanoi, viet nam"	21	203	67
7827	"department of veterinary clinical sciences, university of miyazaki, miyazaki, japan"	10	109	29
7834	"department of veterinary medical sciences, graduate school of agricultural and life sciences the university of tokyo, tokyo, japan"	5	59	17
7835	"department of veterinary medicine, can tho university, can tho, viet nam"	24	369	39
7841	"department of veterinary medicine, kagoshima university, kagoshima, japan"	5	23	3
7846	"department of veterinary medicine, obihiro university of agriculture and veterinary medicine, obihiro, japan"	8	60	26
7856	"department of veterinary microbiology and infectious diseases, vietnam national university of agriculture, hanoi, viet nam"	6	206	7
7860	"department of veterinary microbiology, graduate school of agricultural and life sciences the university of tokyo, tokyo, japan"	8	405	23
7871	"department of veterinary pathology, university of miyazaki, miyazaki, japan"	20	496	21
7872	"department of veterinary pathology, vietnam national university of agriculture, hanoi, viet nam"	8	118	7
7873	"department of veterinary pharmacology, kagoshima university, kagoshima, japan"	15	86	21
7876	"department of veterinary pharmacology, vietnam national university of agriculture, hanoi, viet nam"	5	26	13
7883	"department of veterinary public health, vietnam national university of agriculture, hanoi, viet nam"	12	367	13
7886	"department of veterinary science, national institute of infectious diseases, tokyo, japan"	5	69	13
7888	"department of veterinary science, university of miyazaki, miyazaki, japan"	11	116	42
7898	"department of virology 1, national institute of infectious diseases, tokyo, japan"	7	143	23
7899	"department of virology 2, national institute of infectious diseases, tokyo, japan"	5	59	11
7902	"department of virology and parasitology, fujita health university school of medicine, toyoake, japan"	10	234	25
7904	"department of virology ii, national institute of infectious diseases, tokyo, japan"	8	308	23
7908	"department of virology, nagasaki university, nagasaki, japan"	49	2017	153
7910	"department of virology, national institute of hygiene and epidemiology hanoi, hanoi, viet nam"	24	691	64
7911	"department of virology, national institute of hygiene and epidemiology, hanoi, viet nam"	28	1299	66
7926	"department of water resources, can tho university, can tho, viet nam"	27	359	81
7933	"department of welding engineering and metals technology, hanoi university of science and technology, hanoi, viet nam"	9	124	17
7935	"department of wildlife, vietnam national university of forestry, hanoi, viet nam"	6	39	11
7954	"department of zoology, kyoto university, kyoto, japan"	6	173	19
7955	"department of zoology, magyar természettudományi múzeum, budapest, hungary"	13	181	54
7958	"department of zoology, national museum of nature and science, tokyo, japan"	13	124	36
7959	"department of zoology, patna university, patna, india"	8	836	44
7998	"dept. of building technologists, institute of technologists, gyoda, japan"	5	27	14
8028	"dermatology and stds, national center for hiv/aids, phnom penh, cambodia"	19	261	365
8033	"design engineering lab, toyota technological institute, nagoya, japan"	11	406	19
8089	"disaster prevention research institute, kyoto university, kyoto, japan"	8	380	20
8091	"discipline of business analytics, the university of sydney business school, sydney, australia"	10	176	46
8100	"disease control and prevention center, national center for global health and medicine, tokyo, japan"	15	310	49
8130	"division of animal life science, tokyo university of agriculture and technology, fuchu, japan"	7	178	10
8132	"division of animal sciences, institute of agrobiological sciences, naro, tsukuba, japan"	11	137	34
8158	"division of biomedical food research, national institute of health sciences tokyo, tokyo, japan"	5	75	22
8209	"division of collaboration and education, hokkaido university, sapporo, japan"	5	96	12
8213	"division of computational mathematics and engineering, ton-duc-thang university, ho chi minh city, viet nam"	13	943	55
8215	"division of computational mechanics, ton-duc-thang university, ho chi minh city, viet nam"	7	713	21
8216	"division of computational physics, ton-duc-thang university, ho chi minh city, viet nam"	16	271	41
8227	"division of earth sciences, kyushu university, fukuoka, japan"	8	200	20
8231	"division of electrical, electronic and information engineering, the university of osaka, suita, japan"	5	23	9
8257	"division of evolution of earth environments, kyushu university, fukuoka, japan"	7	756	20
8259	"division of field engineering for the environment, hokkaido university, sapporo, japan"	6	136	16
8261	"division of fish diseases, nippon veterinary and life science university, musashino, japan"	8	182	7
8264	"division of food science and biotechnology, kyushu university, fukuoka, japan"	6	25	6
8294	"division of health sciences, kanazawa university graduate school of medical sciences, kanazawa, japan"	6	74	34
8295	"division of health sciences, kanazawa university, kanazawa, japan"	9	180	39
8326	"division of invertebrate zoology, american museum of natural history, new york, united states"	5	97	11
8334	"division of materials and manufacturing science, the university of osaka, suita, japan"	10	98	29
8336	"division of mechanical and space engineering, hokkaido university, sapporo, japan"	6	111	13
8338	"division of mechanical engineering, mie university, tsu, japan"	5	57	6
8341	"division of mechanical science and technology, gunma university, maebashi, japan"	11	17	15
8352	"division of medicinal pharmacology, university of toyama, toyama, japan"	6	203	6
8360	"division of microbiology, osaka institute of public health, osaka, japan"	5	14	20
8382	"division of natural drug discovery, university of toyama, toyama, japan"	13	299	27
8396	"division of neurobiology and bioinformatics, national institutes of natural sciences - national institute for physiological sciences, okazaki, japan"	5	137	13
8404	"division of nuclear physics, ton-duc-thang university, ho chi minh city, viet nam"	5	161	13
8408	"division of oral biology, university of leeds, leeds, united kingdom"	5	147	4
8456	"division of research and treatment for oral and maxillofacial congenital anomalies, aichi gakuin university, nisshin, japan"	11	164	18
8457	"division of research, asian growth research institute, fukuoka, japan"	5	43	10
8474	"division of sustainable and environmental engineering, muroran institute of technology, muroran, japan"	6	162	7
8484	"division of thoracic oncology, istituto europeo di oncologia, milan, italy"	5	2092	46
8488	"division of transboundary animal disease, national institute of animal health, naro, tsukuba, japan"	6	54	5
8513	"doctor's program of materials chemistry, kyoto institute of technology, kyoto, japan"	5	114	17
8529	"dong da general hospital, hanoi, viet nam"	5	52	10
8533	"dong nai university, bien hoa, viet nam"	5	105	44
8552	"duke-nus medical school, singapore city, singapore"	12	177	67
8556	"duy tan university, da nang, viet nam"	27	457	73
8559	"dynamique de l'évolution humaine cnrs upr 2147, paris, france"	5	201	9
8566	"dại học nguyen tat thanh, ho chi minh city, viet nam"	16	619	40
8579	"earth observation research center, japan aerospace exploration agency, chofu, japan"	6	150	20
8590	"east asia university of technology, hanoi, viet nam"	5	12	11
8615	"edinburgh medical school, edinburgh, united kingdom"	9	37	49
8629	"ehime university, matsuyama, japan"	44	1254	102
8631	"eiken chemical co, ltd, taito-ku, japan"	7	639	17
8636	"electric power university, hanoi, viet nam"	6	98	22
8642	"electro-mechanical research, hanoi university of mining and geology, hanoi, viet nam"	5	308	28
8652	"electronic navigation research institute, chofu, japan"	5	38	13
8659	"elements strategy initiative for catalysts and batteries (esicb), kyoto university, kyoto, japan"	7	102	14
8723	"environment administration, ministry of natural resources and environment, vietnam, hanoi, viet nam"	12	205	65
8725	"environment and climate change canada, gatineau, canada"	6	1248	20
8737	"environmental and renewable energy systems division, gifu university, gifu, japan"	10	214	20
8742	"environmental chemistry research group, universidad de cartagena, cartagena, colombia"	5	656	38
8761	"environmental management program, kuwait institute for scientific research, shuwaikh, kuwait"	5	656	38
8762	"environmental management research institute, national institute of advanced industrial science and technology, tsukuba, japan"	5	99	5
8796	"erasmus school of economics, econometric institute, rotterdam, netherlands"	11	191	49
8808	"estuary research center, shimane university, matsue, japan"	12	278	28
8818	"european southern observatory santiago, santiago, chile"	12	323	200
8822	"evidence based medicine research group & faculty of applied sciences, ton-duc-thang university, ho chi minh city, viet nam"	9	164	58
8824	"evidence based medicine research group, ton-duc-thang university, ho chi minh city, viet nam"	23	697	138
8871	"faculty of advanced science and technology, kumamoto university, kumamoto, japan"	19	206	35
8885	"faculty of agriculture and life science, hirosaki university, hirosaki, japan"	6	80	16
8886	"faculty of agriculture and marine science, kochi university, kochi, japan"	12	135	27
8888	"faculty of agriculture and veterinary sciences, vietnam national university of agriculture, hanoi, viet nam"	5	61	12
8894	"faculty of agriculture, ehime university, matsuyama, japan"	16	351	34
8899	"faculty of agriculture, kagawa university, takamatsu, japan"	14	256	15
8900	"faculty of agriculture, kagoshima university, kagoshima, japan"	8	75	20
8904	"faculty of agriculture, kochi university, kochi, japan"	13	256	20
8905	"faculty of agriculture, kyushu university, fukuoka, japan"	34	575	58
8912	"faculty of agriculture, saga university, saga, japan"	20	369	41
8920	"faculty of agriculture, tottori university, tottori, japan"	8	95	17
8924	"faculty of agriculture, university of miyazaki, miyazaki, japan"	18	457	28
8926	"faculty of agriculture, university of the ryukyus, nishihara, japan"	13	207	27
8927	"faculty of agriculture, yamagata university, yamagata, japan"	10	209	17
8935	"faculty of agronomy, university of agriculture and forestry, hue university, hue, viet nam"	13	152	31
8936	"faculty of agronomy, vietnam national university of agriculture, hanoi, viet nam"	29	357	66
8949	"faculty of animal science, vietnam national university of agriculture, hanoi, viet nam"	5	34	13
8952	"faculty of animal sciences and veterinary medicine, university of agriculture and forestry, hue university, hue, viet nam"	8	24	11
8954	"faculty of animal sciences, university of agriculture and forestry, hue university, hue, viet nam"	7	92	3
8956	"faculty of applied biological sciences, gifu university, gifu, japan"	7	70	14
8957	"faculty of applied biological sciences, gifu, japan"	6	50	18
8962	"faculty of applied sciences, ton-duc-thang university, ho chi minh city, viet nam"	74	1164	248
8964	"faculty of applied technology, van lang university, ho chi minh city, viet nam"	11	32	25
8980	"faculty of biology and biotechnology, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	8	213	30
8994	"faculty of biology, trường đại học sư phạm hà nội, hanoi, viet nam"	13	237	32
9000	"faculty of biology, vietnam national university, hanoi, hanoi, viet nam"	15	234	49
9008	"faculty of bioscience and bioindustry, tokushima university, tokushima, japan"	15	218	53
9012	"faculty of biotechnology and food technology, thai nguyen university, thai nguyen, viet nam"	5	57	11
9014	"faculty of biotechnology, dại học nguyen tat thanh, ho chi minh city, viet nam"	13	257	40
9020	"faculty of bridges and roads, hanoi university of civil engineering, hanoi, viet nam"	5	49	7
9021	"faculty of building and industrial construction, hanoi university of civil engineering, hanoi, viet nam"	9	116	18
9022	"faculty of building materials, hanoi university of civil engineering, hanoi, viet nam"	7	129	17
9028	"faculty of business administration, ton-duc-thang university, ho chi minh city, viet nam"	5	124	3
9029	"faculty of business administration, van lang university, ho chi minh city, viet nam"	9	186	11
9036	"faculty of chemical and natural resources engineering, universiti malaysia pahang al-sultan abdullah, pekan, malaysia"	8	378	31
9040	"faculty of chemical engineering, ho chi minh city university of technology - hcmut, ho chi minh city, viet nam"	9	168	20
9041	"faculty of chemical engineering, industrial university of ho chi minh city, ho chi minh city, viet nam"	16	390	63
9051	"faculty of chemical technology, viet tri university of industry, viet tri, phu tho, viet nam"	6	188	10
9058	"faculty of chemistry, hanoi university of education, hanoi, viet nam"	17	608	27
9065	"faculty of chemistry, thai nguyen university of sciences, thai nguyen, viet nam"	6	165	17
9068	"faculty of chemistry, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	38	842	95
9070	"faculty of chemistry, vietnam national university, hanoi, hanoi, viet nam"	131	3475	311
9079	"faculty of civil engineering, duy tan university, da nang, viet nam"	10	642	35
9083	"faculty of civil engineering, ho chi minh city university of technology - hcmut, ho chi minh city, viet nam"	17	378	38
9084	"faculty of civil engineering, ho chi minh city university of technology - hutech, ho chi minh city, viet nam"	9	366	14
9088	"faculty of civil engineering, thuyloi university, hanoi, viet nam"	19	184	28
9089	"faculty of civil engineering, ton-duc-thang university, ho chi minh city, viet nam"	25	1895	97
9096	"faculty of civil engineering, đại học công nghệ giao thông vận tải, hanoi, viet nam"	18	243	30
9097	"faculty of civil engineering, đại học mở thành phố hồ chí minh, ho chi minh city, viet nam"	11	560	24
9107	"faculty of computer science and engineering, ho chi minh city university of technology - hcmut, ho chi minh city, viet nam"	8	37	15
9109	"faculty of computer science, phenikaa university, hanoi, viet nam"	5	28	15
9115	"faculty of construction management, trường đại học giao thông vận tải, hanoi, viet nam"	8	44	14
9116	"faculty of contemporary human life science, tezukayama university, nara, japan"	10	47	44
9119	"faculty of crop science, thai nguyen university, thai nguyen, viet nam"	6	320	5
9141	"faculty of economics and business, phenikaa university, hanoi, viet nam"	9	171	32
9142	"faculty of economics and development studies, hue university, hue, viet nam"	5	131	7
9143	"faculty of economics and development studies, university of economics, hue university, hue, viet nam"	7	69	16
9149	"faculty of economics and rural development, vietnam national university of agriculture, hanoi, viet nam"	14	173	21
9167	"faculty of education and human studies, akita university, akita, japan"	5	168	13
9185	"faculty of electrical and electronic engineering, phenikaa university, hanoi, viet nam"	5	60	11
9188	"faculty of electrical and electronics engineering, ton-duc-thang university, ho chi minh city, viet nam"	15	148	36
9196	"faculty of electronics and telecommunications, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	6	25	7
9197	"faculty of electronics and telecommunications, vietnam national university, hanoi, hanoi, viet nam"	10	134	15
9209	"faculty of engineering and information technology, university of technology sydney, sydney, australia"	9	271	84
9213	"faculty of engineering physics and nanotechnology, vietnam national university, hanoi, hanoi, viet nam"	14	236	34
9214	"faculty of engineering sciences, kyushu university, fukuoka, japan"	5	118	7
9217	"faculty of engineering, hokkaido university, sapporo, japan"	7	85	6
9233	"faculty of engineering, osaka electro-communication university, neyagawa, japan"	5	207	11
9252	"faculty of engineering, vietnam national university of agriculture, hanoi, viet nam"	8	294	17
9259	"faculty of environment and labour safety, ton-duc-thang university, ho chi minh city, viet nam"	29	2598	98
9264	"faculty of environment and natural resources, ho chi minh city university of technology - hcmut, ho chi minh city, viet nam"	25	744	114
9265	"faculty of environment and natural resources, nong lam university, ho chi minh city, ho chi minh city, viet nam"	8	514	11
9276	"faculty of environment, hanoi university of natural resources and environment, hanoi, viet nam"	9	208	28
9277	"faculty of environment, ho chi minh city university of natural resources and environment, ho chi minh city, viet nam"	5	118	8
9283	"faculty of environment, university of natural resources and environment, ho chi minh city, viet nam"	5	62	10
9284	"faculty of environment, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	24	433	41
9285	"faculty of environment, van lang university, ho chi minh city, viet nam"	5	32	11
9287	"faculty of environment, vietnam national university of agriculture, hanoi, viet nam"	10	230	32
9289	"faculty of environmental and chemical engineering, duy tan university, da nang, viet nam"	14	477	52
9290	"faculty of environmental and food engineering, dại học nguyen tat thanh, ho chi minh city, viet nam"	10	215	30
9295	"faculty of environmental earth science, hokkaido university, sapporo, japan"	25	1055	79
9296	"faculty of environmental engineering, hanoi university of civil engineering, hanoi, viet nam"	18	279	52
9297	"faculty of environmental engineering, the university of kitakyushu, kitakyushu, japan"	21	242	34
9301	"faculty of environmental science, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	18	515	22
9302	"faculty of environmental science, university of sciences, hue university, hue, viet nam"	11	119	23
9304	"faculty of environmental sciences, national university of laos, vientiane, laos"	6	10	22
9306	"faculty of environmental sciences, vietnam national university, hanoi, hanoi, viet nam"	18	358	68
9308	"faculty of environmental studies, universiti putra malaysia, serdang, malaysia"	5	1070	18
9310	"faculty of finance and banking, ton-duc-thang university, ho chi minh city, viet nam"	5	202	9
9324	"faculty of fisheries sciences, hokkaido university, sapporo, japan"	14	81	31
9327	"faculty of fisheries, kagoshima university, kagoshima, japan"	12	150	21
9332	"faculty of fisheries, university of agriculture and forestry, hue university, hue, viet nam"	16	684	39
9333	"faculty of fisheries, vietnam national university of agriculture, hanoi, viet nam"	8	227	12
9336	"faculty of food science and technology, ho chi minh city university of industry and trade, ho chi minh city, viet nam"	6	110	12
9340	"faculty of forest resources and environmental management, vietnam national university of forestry, hanoi, viet nam"	7	234	13
9341	"faculty of forestry, national university of laos, vientiane, laos"	8	22	25
9343	"faculty of forestry, thai nguyen university, thai nguyen, viet nam"	6	77	11
9345	"faculty of forestry, university of agriculture and forestry, hue university, hue, viet nam"	8	46	5
9349	"faculty of fundamental science, hanoi university of industry, hanoi, viet nam"	7	59	26
9362	"faculty of geography, vietnam national university, hanoi, hanoi, viet nam"	5	805	20
9367	"faculty of geology, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	6	66	21
9368	"faculty of geology, vietnam national university, hanoi, hanoi, viet nam"	25	913	43
9370	"faculty of geosciences and civil engineering, kanazawa university, kanazawa, japan"	15	148	14
9371	"faculty of geosciences and geoengineering, hanoi university of mining and geology, hanoi, viet nam"	6	97	15
9373	"faculty of geosciences, universität bremen, bremen, germany"	5	54	21
9377	"faculty of health and sport sciences, university of tsukuba, tsukuba, japan"	6	344	19
9382	"faculty of health sciences, kanazawa university, kanazawa, japan"	25	501	104
9428	"faculty of information technology, hanoi university of mining and geology, hanoi, viet nam"	5	790	19
9430	"faculty of information technology, hanoi university, hanoi, viet nam"	7	58	10
9433	"faculty of information technology, ho chi minh city university of technology - hutech, ho chi minh city, viet nam"	95	4650	277
9443	"faculty of information technology, ton-duc-thang university, ho chi minh city, viet nam"	5	140	6
9446	"faculty of information technology, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	7	182	11
9449	"faculty of information technology, vietnam national university, hanoi, hanoi, viet nam"	5	13	9
9453	"faculty of international economics, foreign trade university, hanoi, viet nam"	6	134	6
9460	"faculty of international training, thai nguyen university of technology, thai nguyen, viet nam"	7	150	18
9461	"faculty of it, hanoi university of civil engineering, hanoi, viet nam"	5	16	21
9466	"faculty of land resources and agricultural environment, university of agriculture and forestry, hue university, hue, viet nam"	6	120	18
9474	"faculty of liberal arts, tohoku gakuin university, sendai, japan"	6	14	9
9478	"faculty of life and environmental sciences, university of tsukuba, tsukuba, japan"	19	455	53
9482	"faculty of life sciences, toyo university, tokyo, japan"	7	87	28
9501	"faculty of materials science and engineering, kyoto institute of technology, kyoto, japan"	13	214	29
9502	"faculty of materials science and engineering, phenikaa university, hanoi, viet nam"	13	212	32
9503	"faculty of materials science, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	11	221	28
9504	"faculty of materials technology, ho chi minh city university of technology - hcmut, ho chi minh city, viet nam"	8	124	17
9505	"faculty of materials technology, viet nam national university ho chi minh city, ho chi minh city, viet nam"	10	349	22
9510	"faculty of mathematics and computer science, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	8	97	19
9515	"faculty of mathematics and statistics, ton-duc-thang university, ho chi minh city, viet nam"	12	271	14
9519	"faculty of mathematics, mechanics and informatics, vietnam national university, hanoi, hanoi, viet nam"	15	411	12
9523	"faculty of mechanical engineering and mechatronics, phenikaa university, hanoi, viet nam"	6	63	5
9526	"faculty of mechanical engineering, hanoi university of industry, hanoi, viet nam"	5	47	6
9528	"faculty of mechanical engineering, hcmc university of technology and education, ho chi minh city, viet nam"	11	92	26
9535	"faculty of mechanical engineering, thuyloi university, hanoi, viet nam"	7	57	6
9544	"faculty of medical technology, hanoi medical university, hanoi, viet nam"	6	58	17
9547	"faculty of medicine - ain shams university, cairo, egypt"	20	273	120
9553	"faculty of medicine ramathibodi hospital, mahidol university, bangkok, thailand"	21	225	411
9554	"faculty of medicine, 6th october, egypt"	18	247	126
9556	"faculty of medicine, alexandria, egypt"	12	168	85
9561	"faculty of medicine, cairo, egypt"	34	917	220
9564	"faculty of medicine, damascus university, damascus, syrian arab republic"	5	198	35
9566	"faculty of medicine, duy tan university, da nang, viet nam"	7	35	28
9570	"faculty of medicine, hanoi medical university, hanoi, viet nam"	8	24	25
9579	"faculty of medicine, mansoura, egypt"	7	101	49
9580	"faculty of medicine, minya, egypt"	21	331	141
9584	"faculty of medicine, pham ngoc thach university of medicine, ho chi minh city, viet nam"	10	252	59
9596	"faculty of medicine, tanta, egypt"	11	214	75
9599	"faculty of medicine, universitas indonesia, rsupn dr. cipto mangunkusumo, central jakarta, indonesia"	6	104	111
9602	"faculty of medicine, universitas udayana, bali, indonesia"	19	292	371
9603	"faculty of medicine, universiti malaya, kuala lumpur, malaysia"	6	1321	14
9606	"faculty of medicine, university of gezira, wad medani, sudan"	5	73	33
9608	"faculty of medicine, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	23	566	95
9613	"faculty of medicine, university of tsukuba, tsukuba, japan"	9	57	35
9626	"faculty of natural resources and environment, vietnam national university of agriculture, hanoi, viet nam"	9	37	14
9631	"faculty of natural sciences, duy tan university, da nang, viet nam"	47	407	196
9662	"faculty of pharmaceutical sciences, hokkaido university of science, sapporo, japan"	8	48	58
9668	"faculty of pharmaceutical sciences, tokushima bunri university, tokushima, japan"	28	861	40
9673	"faculty of pharmacy, cairo, egypt"	5	59	28
9675	"faculty of pharmacy, duy tan university, da nang, viet nam"	7	35	36
9680	"faculty of pharmacy, lac hong university, bien hoa, viet nam"	12	144	57
9689	"faculty of pharmacy, tanta, egypt"	5	69	27
9690	"faculty of pharmacy, ton-duc-thang university, ho chi minh city, viet nam"	14	114	35
9691	"faculty of pharmacy, university medicine and pharmacy, hue university, hue, viet nam"	19	403	46
9695	"faculty of pharmacy, yasuda women’s university, hiroshima, japan"	7	54	18
9700	"faculty of physics and engineering physics, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	25	327	103
9708	"faculty of physics, hanoi university of science and technology, hanoi, viet nam"	5	28	9
9714	"faculty of physics, trường đại học sư phạm hà nội, hanoi, viet nam"	12	240	30
9719	"faculty of physics, vietnam national university, hanoi, hanoi, viet nam"	57	838	141
9732	"faculty of public health, haiphong university, haiphong, viet nam"	14	133	116
9738	"faculty of public health, university medicine and pharmacy, hue university, hue, viet nam"	11	155	23
9739	"faculty of public health, university of medicine and pharmacy at hcmc, ho chi minh city, viet nam"	15	280	60
9744	"faculty of radio-electronic engineering, le quy don technical university, hanoi, viet nam"	16	221	17
9754	"faculty of road and bridge engineering, university of danang, da nang, viet nam"	6	60	9
9781	"faculty of science, fukuoka university, fukuoka, japan"	5	135	19
9786	"faculty of science, ibaraki university, mito, japan"	5	105	9
9787	"faculty of science, institute of biological sciences, kuala lumpur, malaysia"	7	215	24
9800	"faculty of science, qena, egypt"	5	1299	20
9807	"faculty of science, univerzita hradec králové, hradec kralove, czech republic"	6	99	19
9811	"faculty of social and behavioral sciences, hanoi school of public health, hanoi, viet nam"	7	109	30
9815	"faculty of social sciences and humanities, ton-duc-thang university, ho chi minh city, viet nam"	6	127	12
9819	"faculty of software and information science, iwate prefectural university, iwate district, japan"	55	3280	112
9836	"faculty of technology, van lang university, ho chi minh city, viet nam"	5	59	15
9848	"faculty of transportation mechanical engineering, university of danang, da nang, viet nam"	14	144	16
9850	"faculty of tropical medicine, mahidol university, bangkok, thailand"	8	50	25
9853	"faculty of urban environmental and infrastructural engineering, hanoi architectural university, hanoi, viet nam"	5	144	6
9857	"faculty of vehicle and energy engineering, phenikaa university, hanoi, viet nam"	6	48	9
9858	"faculty of veterinary medicine benha university, benha, egypt"	6	55	30
9859	"faculty of veterinary medicine, can tho university, can tho, viet nam"	6	34	20
9864	"faculty of veterinary medicine, okayama university of science, okayama, japan"	5	44	13
9868	"faculty of veterinary medicine, universitas airlangga, surabaya, indonesia"	5	250	25
9871	"faculty of veterinary medicine, vietnam national university of agriculture, hanoi, viet nam"	29	401	87
9874	"faculty of veterinary science, mahidol university, nakhon pathom, thailand"	5	97	16
9875	"faculty of veterinary science, prince of songkla university, hatyai, thailand"	10	48	31
9876	"faculty of veterinary science, vietnam national university of agriculture, hanoi, viet nam"	5	99	11
9877	"faculty of water resource engineering, can tho university, can tho, viet nam"	7	49	20
9879	"faculty of water resources engineering, thuyloi university, hanoi, viet nam"	21	1040	73
9880	"faculty of water resources engineering, university of danang, da nang, viet nam"	5	92	9
9897	"far eastern branch, russian academy of sciences, vladivostok, russian federation"	8	121	27
9927	"field science center, tohoku university, sendai, japan"	6	80	23
9929	"field solution division, jeol ltd., japan, tokyo, japan"	6	762	13
9984	"food research institute, naro, tsukuba, japan"	5	128	12
9991	"foreign trade university, hanoi, viet nam"	9	143	10
10021	"forestry and forest products research institute, tsukuba, japan"	13	152	28
10034	"fpt corporation, hanoi, viet nam"	5	29	5
10036	"fpt university, hanoi, viet nam"	21	91	52
10092	"fukuoka institute of health and environmental sciences, dazaifu, japan"	10	161	14
10109	"future materials & devices lab., duy tan university, da nang, viet nam"	6	86	24
10154	"general department of geology and minerals of vietnam, hanoi, viet nam"	6	93	16
10158	"general department of preventive medicine, ministry of health vitenam, hanoi, viet nam"	6	57	19
10186	"geographic information science research group, ton-duc-thang university, ho chi minh city, viet nam"	11	1610	64
10190	"geoinformatics unit, riken center for advanced intelligence project, tokyo, japan"	8	1286	32
10195	"geological survey of india, kolkata, india"	9	200	32
10196	"geological survey of japan, tsukuba, japan"	12	143	30
10231	"gifu university, gifu, japan"	31	956	105
10235	"glasgow cardiovascular research centre, glasgow, united kingdom"	7	441	18
10244	"global center for science and engineering, waseda university, tokyo, japan"	5	35	4
10249	"global coe program, nagasaki university, nagasaki, japan"	11	814	47
10250	"global collaboration center, the university of osaka, suita, japan"	12	578	30
10272	"global station for zoonosis control, hokkaido university, sapporo, japan"	9	190	26
10278	"goal-oriented technology research group, riken center for advanced intelligence project, tokyo, japan"	11	544	48
10286	"government of gujarat, gandhinagar, india"	6	943	40
10296	"graduate faculty of interdisciplinary research, university of yamanashi, kofu, japan"	7	23	28
10308	"graduate program in sustainability science-global leadership initiative (gpss-gli), the university of tokyo, tokyo, japan"	7	230	19
10312	"graduate school for international development and cooperation, hiroshima university, higashihiroshima, japan"	39	1869	50
10315	"graduate school of advanced science and engineering, hiroshima university, higashihiroshima, japan"	34	422	70
10316	"graduate school of advanced science and engineering, waseda university, tokyo, japan"	5	26	15
10317	"graduate school of advanced science and technology, japan advanced institute of science and technology, nomi, japan"	5	73	1
10320	"graduate school of agricultural and life sciences the university of tokyo, tokyo, japan"	30	696	104
10321	"graduate school of agricultural and life sciences, graduate school of agricultural and life sciences the university of tokyo, tokyo, japan"	11	358	21
10322	"graduate school of agricultural and life sciences, the university of tokyo, tokyo, japan"	16	157	77
10323	"graduate school of agricultural science, kobe university, kobe, japan"	8	99	12
10325	"graduate school of agricultural sciences, yamagata university, yamagata, japan"	5	58	11
10326	"graduate school of agriculture, ehime university, matsuyama, japan"	18	322	51
10327	"graduate school of agriculture, hokkaido university, sapporo, japan"	9	177	13
10329	"graduate school of agriculture, kyoto university, kyoto, japan"	14	235	25
10330	"graduate school of agriculture, kyoto, japan"	5	58	20
10333	"graduate school of agriculture, tokyo university of agriculture and technology, fuchu, japan"	8	99	16
10337	"graduate school of asia pacific studies, ritsumeikan asia pacific university, beppu, japan"	13	316	32
10338	"graduate school of asia-pacific studies, waseda university, tokyo, japan"	6	69	4
10339	"graduate school of asian and african area studies, kyoto university, kyoto, japan"	7	217	20
10340	"graduate school of bio-applications and systems engineering, tokyo university of agriculture and technology, fuchu, japan"	8	69	13
10342	"graduate school of bioagricultural sciences, nagoya university, nagoya, japan"	22	535	53
10345	"graduate school of biomedical sciences, nagasaki university, nagasaki, japan"	18	268	77
10346	"graduate school of biomedical sciences, nagasaki, japan"	20	282	79
10347	"graduate school of bioresource and bioenvironmental sciences, kyushu university, fukuoka, japan"	16	241	35
10349	"graduate school of bioresources, mie university, tsu, japan"	7	403	9
10353	"graduate school of biosphere science, hiroshima university, higashihiroshima, japan"	18	466	31
10358	"graduate school of commerce and management, hitotsubashi university, kunitachi, japan"	5	184	4
10359	"graduate school of comprehensive human sciences, university of tsukuba, tsukuba, japan"	9	112	35
10360	"graduate school of creative science and engineering, waseda university, tokyo, japan"	5	19	12
10380	"graduate school of engineering science, the university of osaka, suita, japan"	13	128	20
10384	"graduate school of engineering, hiroshima university, higashihiroshima, japan"	16	1097	46
